32.794899,32.355320,,
31.915747,32.355320,,
32.794899,32.355320,,
32.501831,32.355320,,
31.329687,32.326015,,
31.915747,32.296715,,
32.208813,32.311363,,
32.794899,32.340672,,
32.794899,32.369976,,
31.915747,32.340675,,
31.329687,32.282066,,
31.622730,32.223457,,
31.915747,32.194157,,
32.794899,32.238113,,
31.915747,32.223461,,
32.501831,32.252766,,
32.794899,32.282070,,
32.208813,32.282070,,
32.794899,32.282070,,
32.208813,32.252766,,
32.208813,32.223457,,
32.208813,32.238110,,
32.794899,32.369972,,
33.087914,32.413929,,
32.794899,32.443233,,
32.208813,32.413929,,
32.501831,32.428581,,
32.208813,32.428581,,
32.501831,32.413925,,
32.794899,32.413925,,
32.208813,32.428577,,
32.208813,32.428577,,
32.208813,32.428577,,
31.915747,32.428577,,
32.208813,32.428577,,
32.208813,32.428577,,
32.794899,32.457882,,
32.501831,32.457882,,
32.794899,32.457882,,
32.794899,32.487190,,
32.208813,32.487190,,
32.794899,32.487190,,
32.208813,32.457882,,
32.208813,32.413929,,
32.794899,32.413929,,
32.794899,32.443233,,
31.915747,32.413933,,
32.501831,32.428581,,
31.915747,32.399281,,
33.087914,32.457890,,
33.087914,32.472538,,
32.501831,32.487190,,
32.794899,32.516495,,
32.208813,32.487190,,
32.794899,32.487190,,
32.208813,32.501839,,
32.208813,32.487190,,
32.794899,32.531147,,
32.208813,32.501839,,
31.915747,32.457882,,
32.794899,32.164837,,
31.915747,32.135536,,
32.794899,32.164841,,
32.794899,32.194145,,
32.794899,32.238106,,
32.501831,32.238106,,
32.501831,32.252754,,
32.794899,32.282063,,
32.208813,32.282063,,
32.208813,32.296715,,
32.501831,32.311363,,
32.794899,32.326019,,
32.794899,32.384628,,
32.794899,32.428585,,
32.794899,32.472542,,
31.329687,32.413937,,
32.208813,32.399284,,
32.501831,32.428589,,
31.915747,32.413937,,
31.915747,32.443241,,
32.794899,32.443241,,
31.329687,32.413937,,
32.208813,32.384632,,
32.794899,32.384632,,
31.329687,32.311371,,
32.208813,32.296719,,
32.794899,32.311375,,
32.208813,32.282066,,
32.501831,32.296719,,
31.622730,32.267418,,
32.208813,32.252766,,
31.915747,32.208809,,
32.794899,32.208809,,
32.794899,32.208809,,
33.380981,32.238110,,
32.794899,32.311371,,
32.208813,32.311371,,
32.794899,32.326027,,
32.208813,32.296715,,
31.622730,32.296715,,
32.208813,32.223450,,
31.915747,32.194145,,
32.794899,32.238106,,
31.915747,32.223454,,
32.794899,32.252758,,
32.794899,32.282066,,
31.915747,32.267414,,
32.501831,32.282066,,
32.794899,32.355324,,
32.501831,32.340672,,
31.329687,32.326019,,
32.208813,32.326019,,
31.329687,32.282066,,
31.622730,32.238110,,
